Broadcast vs Precise Ephemeris Comparison Results (GPS and BDS only)
======================================================================

PRN  Sys  Time(HH:MM)   Broadcast X(m)       Broadcast Y(m)       Broadcast Z(m)       Precise X(m)         Precise Y(m)         Precise Z(m)         dX(m)               dY(m)               dZ(m)               Distance(m)
  2   C   01:15       4451153.992      41857921.534      -2598429.201       4455518.239      41924217.110       1077195.464         -4364.247        -66295.576      -3675624.665       3676225.079
  3   C   01:15     -14821555.393      39396709.959      -2877202.490     -14814714.188      39501315.928        475982.044         -6841.205       -104605.969      -3353184.534       3354822.757
  4   C   01:15     -39609576.136      14352821.614      -1263952.298     -39605258.097      14418250.003       -236736.127         -4318.039        -65428.389      -1027216.171       1029306.845
  5   C   01:15      21909054.225      35998791.553      -2005392.849      21911162.274      36031365.767       1257972.947         -2108.049        -32574.214      -3263365.796       3263529.048
  6   C   01:15     -13905894.284      37916047.573      13148241.026     -13923401.871      37920529.580      13116186.786         17507.587         -4482.007         32054.240         36797.802
  7   C   01:15     -12388627.242      22859732.007     -32990463.076     -12374817.461      22869093.329     -32988833.345        -13809.781         -9361.322         -1629.731         16763.067
  8   C   01:15     -25146865.203      25861557.859      21649653.074     -25142408.663      25841309.461      21679324.279         -4456.540         20248.398        -29671.205         36197.220
  9   C   01:15      -4397017.959      42000377.346      -3033347.579      -4414720.282      41995790.923      -3068045.042         17702.323          4586.423         34697.463         39221.442
 10   C   01:15       4699815.550      29809786.009     -29124678.497       4708416.847      29824001.516     -29108549.940         -8601.297        -14215.507        -16128.557         23155.848
 11   C   01:15     -17294566.913       3099383.197     -21600000.722     -17309522.348       3130711.187     -21583468.021         14955.435        -31327.990        -16532.701         38450.464
 12   C   01:15      -7695728.227     -16399924.673     -21198240.967      -7710500.292     -16369317.186     -21216441.695         14772.065        -30607.487         18200.728         38552.544
 13   C   01:15      -9396494.780      27004308.409      30965760.295      -9385115.494      26988616.023      30983111.814        -11379.286         15692.386        -17351.519         26015.655
 14   C   01:15     -20361471.767      -7279891.719      17689005.246     -20346076.793      -7256185.151      17716406.464        -15394.974        -23706.568        -27401.218         39367.923
 16   C   01:15     -11297141.765      39368630.271      10433168.978     -11315260.270      39372310.822      10399626.551         18118.505         -3680.551         33542.427         38300.406
 20   C   01:15      20454513.655      15320613.065     -11172158.254      20445404.901      15305093.893     -11210045.057          9108.754         15519.172         37886.803         41943.104
 21   C   01:15     -11730539.936     -24466974.889      -6548687.761     -11737968.298     -24474524.810      -6507114.333          7428.362          7549.921        -41573.428         42901.420
 22   C   01:15       3737676.453     -19000284.849     -20107395.835       3718433.654     -19026023.710     -20086644.888         19242.799         25738.861        -20750.947         38254.099
 23   C   01:15     -13509531.385      14811154.800     -19403076.543     -13478444.624      14809890.953     -19425644.117        -31086.761          1263.847         22567.574         38435.393
 24   C   01:15     -24172555.055      -6778728.540      12156287.850     -24191803.076      -6775466.846      12119730.945         19248.021         -3261.694         36556.905         41443.121
 25   C   01:15     -26543924.310       6613061.017      -5464949.532     -26534983.935       6614154.625      -5506914.536         -8940.375         -1093.608         41965.004         42920.716
 26   C   01:15      -8480040.072     -14804602.681      22076112.031      -8515133.992     -14800497.322      22065313.386         35093.920         -4105.359         10798.645         36946.555
 27   C   01:15        875314.660      23014837.614      15757323.744        887475.257      22992686.142      15788910.969        -12160.597         22151.472        -31587.225         40451.460
 28   C   01:15     -12672100.830      24846188.633       -664523.737     -12671085.727      24847844.475       -621023.425         -1015.103         -1655.842        -43500.312         43543.649
 29   C   01:15      18326851.415     -12893200.141      16633097.279      18336594.048     -12917958.261      16603132.538         -9742.633         24758.120         29964.741         40072.049
 30   C   01:15      14077540.152       7452020.869      22917556.329      14092473.156       7418559.043      22919216.882        -14933.004         33461.826         -1660.553         36680.320
 33   C   01:15     -17150576.767       2356083.865      21887688.417     -17130554.426       2384827.276      21900233.766        -20022.341        -28743.411        -12545.349         37208.380
 34   C   01:15     -14281028.061      -7109355.587     -22895619.876     -14296074.833      -7075963.827     -22896598.101         15046.772        -33391.760           978.225         36638.394
 35   C   01:15      11898778.773     -25213836.619        784801.113      11897662.837     -25215668.828        741373.153          1115.936          1832.209         43427.960         43480.916
 36   C   01:15      26755257.535      -5902483.599       5324075.923      26746622.130      -5903770.030       5366099.446          8635.405          1286.431        -42023.523         42920.876
 37   C   01:15       7552374.540      15111729.776     -22190571.029       7587794.385      15108464.527     -22180742.641        -35419.845          3265.249         -9828.388         36902.906
  1   C   01:30     -32340950.921      26915517.373      -2650228.117     -32321894.353      27059823.823       -682627.084        -19056.568       -144306.450      -1967601.033       1972977.782
  2   C   01:30       4446930.676      41856752.888      -2601899.371       4455664.680      41922846.856       1075466.415         -8734.004        -66093.968      -3677365.786       3677970.067
  3   C   01:30     -14825374.054      39400708.634      -2816617.421     -14811772.910      39504001.090        430171.710        -13601.144       -103292.456      -3246789.131       3248460.248
