# Time (min)   PRN   dX (m)   dY (m)   dZ (m)   3D Error (m)   dClk (m)
# ----------------------------------------------------------------------
         840   G11   -0.0890   -1.3672    1.1142         1.7659   2184.3283
         840   G12    0.4875    0.2565   -0.2265         0.5956    876.3002
         840   G13   -0.9580    1.1323   -0.7947         1.6827    617.5164
         840   G14    1.0740   -0.6049    1.1552         1.6894    958.9996
         840   G15    0.2586   -0.1267   -0.2972         0.4138   8274.8836
         840   G16    1.5670    0.1895   -0.6747         1.7166    923.3956
         840   G17    0.2820    0.3643    0.3888         0.6028   9419.3378
         840   G18   -1.2680   -1.2402    2.7230         3.2497   1069.9820
         840   G19    0.0946   -0.7427   -0.1969         0.7742   6483.5189
         840   G20    2.1130    0.8439    0.8837         2.4409   8405.5083
         840   G21    1.2363    0.9544   -0.7554         1.7349    475.4141
         840   G22   -0.2133   -0.6139   -0.3131         0.7214   7893.5471
         840   G23    1.2680    0.1856    0.5150         1.3811    262.9085
         840   G24   -0.7003    0.9979    0.2056         1.2363     40.0981
         840   G25    2.5321    1.0951   -1.0319         2.9455    403.8563
         840   G26    1.0915   -0.1088   -0.2367         1.1222     89.1514
         840   G27    0.7940   -0.7874   -0.2644         1.1490    589.3790
         840   G28   -1.2118   -0.8161   -0.0214         1.4612   5567.3904
         840   G29   -0.2485   -0.1158    0.0763         0.2846    246.9544
         840   G30    0.3431   -0.9351   -1.2065         1.5645     62.6512
         840   G31   -0.2624   -1.0895   -0.4526         1.2086     30.4462
         840   G32    1.0593    0.2194    0.5485         1.2129   1804.5779
         870   G01    0.8696   -0.1213    0.5288         1.0249    815.5166
         870   G02    0.3582    2.4009   -2.5699         3.5351   9895.7591
         870   G03    0.9771   -0.6951    0.5970         1.3395     84.4933
         870   G05   -0.6734    0.0123    0.6574         0.9412     37.9101
         870   G06   -1.4081    0.4949    0.2268         1.5097   1769.8974
         870   G08    2.0313    0.7389   -0.8635         2.3276    353.6772
         870   G09    1.3945   -1.3811    1.4841         2.4606    582.8630
         870   G10    0.4275    0.8691   -0.7075         1.1994   4632.4939
         870   G11    0.2935   -1.3370    0.7086         1.5414   2184.8865
         870   G12    0.7031    0.4655   -0.0456         0.8444    876.3710
         870   G13   -0.9353    1.0683   -1.0202         1.7484    617.5588
         870   G14    1.0682   -0.3867    1.3532         1.7668    959.0895
         870   G15    0.1817   -0.1998   -0.1721         0.3203   8275.0349
         870   G16    1.6190    0.0234   -0.5107         1.6977    923.4900
         870   G17    0.3454    0.1988    0.3958         0.5617   9419.5125
         870   G18   -0.6713   -1.4537    2.4130         2.8959   1070.1570
         870   G19    0.2525   -0.8680   -0.3783         0.9799   6483.6890
         870   G20    2.0162    1.1171    0.4920         2.3569   8405.5206
         870   G21    1.0756    1.2558   -0.6711         1.7845    475.4658
         870   G22   -0.3181   -0.4876   -0.3816         0.6961   7893.6133
         870   G23    1.3374    0.3588    0.6328         1.5224    262.9747
         870   G24   -0.9013    1.0098   -0.1360         1.3603     40.1056
         870   G25    2.6078    1.1816   -0.4300         2.8951    403.8563
         870   G26    1.1311   -0.0775   -0.3324         1.1814     89.2219
         870   G27    0.8527   -0.7670   -0.5339         1.2651    590.7187
         870   G28   -1.4232   -0.6348   -0.0762         1.5602   5567.3950
         870   G29   -0.3603   -0.2051    0.3869         0.5671    247.0532
         870   G30    0.6515   -1.1330   -0.9941         1.6421     62.6743
         870   G31   -0.1913   -0.9251   -0.4042         1.0275     30.4649
         870   G32    1.0640    0.3316    0.5613         1.2478   1805.9176
         900   G01    1.1432   -0.1955    0.2162         1.1798    685.1546
         900   G02   -0.0475    2.0365   -1.6363         2.6129   9895.8154
         900   G03    0.9736   -0.7302    0.2995         1.2534     84.6066
         900   G05   -0.3538   -0.0222    0.6949         0.7801     63.1605
         900   G06   -1.2007    0.0276    0.4795         1.2932   1770.5645
         900   G08    2.0891    0.9647   -0.6553         2.3926    353.7766
         900   G09    0.2587   -1.3089   -0.2977         1.3671     34.5642
         900   G10    0.2256    0.9193   -0.7232         1.1912   4632.9050
         900   G11    0.9066   -1.2218   -0.1342         1.5273   2185.4447
         900   G12    1.0513    0.6497    0.1783         1.2486    876.4418
         900   G13   -0.7926   -0.1117   -1.4508         1.6569     59.6577
         900   G14    1.1173   -0.4396    1.4058         1.8488    126.3353
         900   G15    0.1353   -0.0877   -0.0847         0.1822   8275.1863
         900   G16    1.5038   -0.3110   -0.5139         1.6193    923.5845
         900   G17    0.1786    0.3968    0.6406         0.7745   9244.7443
         900   G18    1.1381   -0.5337   -0.3936         1.3172   6902.4283
         900   G19    0.4075   -1.2482   -0.6786         1.4780   6483.8592
         900   G20    1.5849    1.4391   -0.0788         2.1422   8405.5329
         900   G21    0.6050    1.7474   -0.3503         1.8820    475.5175
         900   G22   -0.2201   -0.4226   -0.2669         0.5461   7893.6794
         900   G23    1.4002    0.6564    0.6759         1.6877    263.0408
         900   G24   -0.4934    0.8413    0.5994         1.1448     77.4379
         900   G25    2.6693    1.2234    0.2431         2.9463    403.8563
         900   G26    1.1536   -0.0031   -0.2561         1.1817     89.2924
         900   G27    1.2021   -0.4564   -0.4542         1.3636   5802.7271
         900   G28   -1.8656   -0.2557    0.1480         1.8888   5567.3997
         900   G29   -0.5749   -0.2535    0.8248         1.0369    247.1520
         900   G30    0.9341   -1.3118   -0.6461         1.7352     62.6974
         900   G31   -0.1328   -0.6215   -0.2900         0.6986     30.4837
         900   G32    1.0327    0.4418    0.4118         1.1963   6086.5795
         930   G01    1.0387   -0.1445   -0.0193         1.0488    686.1485
         930   G02   -0.2707    3.0637   -1.5742         3.4551   3912.3558
         930   G03    1.2590   -0.7633    0.0649         1.4737    253.4117
         930   G05   -0.2415    0.0216    0.3946         0.4632     63.1738
         930   G06   -1.3136    0.1899    0.3409         1.3704   4190.6112
         930   G08    2.0839    1.2255   -0.3055         2.4368    666.7042
         930   G09    0.4386   -1.2882    0.1036         1.3647     34.7341
         930   G10    0.1585    1.0239   -0.8052         1.3122   8939.8001
         930   G11    0.5953   -1.4005    0.1088         1.5256   2555.6900
         930   G12    0.7958    0.6172    0.3761         1.0750   2005.2295
         930   G13   -0.7591   -0.6808   -1.4438         1.7676     59.7002
         930   G14    1.1163    0.2033    1.2509         1.6889    126.4252
         930   G15    0.0056   -0.1782    0.0299         0.1807   8716.9581
         930   G16    1.6822   -0.0210    0.1794         1.6918    397.3171
         930   G17    0.3214    0.0993    0.3558         0.4896   9244.9191
         930   G18    0.8100   -0.8970   -0.1802         1.2220   6902.4470
         930   G19    0.5223   -0.7561   -0.5021         1.0472   8764.7844
         930   G20    1.8827    1.4672   -0.3761         2.4164   9336.8186
         930   G21    0.8700    1.6157   -0.5244         1.9085    100.1852
         930   G22   -0.2142   -0.2950   -0.3014         0.4731   3725.9647
         930   G23    1.2715    0.9164    0.6058         1.6803   3499.0361
         930   G24   -0.8230    0.6589    0.0280         1.0546     77.4455
         930   G25    2.5540    1.1621    0.9031         2.9477    869.5176
         930   G26    1.3686    0.1196   -0.1086         1.3781    693.7257
         930   G27    1.2261   -0.3625   -0.5375         1.3869   5804.0669
         930   G28   -1.2623   -0.5556   -0.5527         1.4858   3460.1924
         930   G29   -0.3550   -0.4468    0.5224         0.7737      0.6787
         930   G30    1.1381   -1.4552   -0.1961         1.8577    529.9181
         930   G31    0.1238   -0.6689   -0.1792         0.7035     56.8789
         930   G32    0.9880    0.6206    0.3127         1.2079   6087.9192
         960   G01    1.0329   -0.3165   -0.2859         1.1175    687.1424
         960   G02   -0.5270    3.3713   -0.9861         3.5519   3912.4121
         960   G03    1.1834   -0.7640   -0.3081         1.4419    253.5250
         960   G05   -0.0323   -0.0216    0.1496         0.1546     63.1870
         960   G06   -1.3269    0.0701    0.4689         1.4091   4191.2783
         960   G08    2.1606    1.5255   -0.0371         2.6452    666.8036
         960   G09    2.0811   -0.3718    1.7312         2.7324    500.5637
         960   G10    0.1429    0.9279   -0.6408         1.1367   8940.2113
         960   G11    0.5684   -1.5146   -0.0766         1.6196   2556.2482
         960   G12    0.8248    0.6938    0.5689         1.2187   2005.3003
         960   G13   -0.9928    0.1840   -1.3868         1.7155    922.3874
         960   G14    1.1243    0.6265    1.0500         1.6610    126.5150
         960   G15   -0.2926   -0.3233    0.0802         0.4434   8717.1094
         960   G16    1.5387   -0.0539    0.4268         1.5977    397.4115
         960   G17    0.3236   -0.0898    0.2756         0.4344   9245.0939
         960   G18   -0.0331   -3.4819    1.6479         3.8523   9696.4334
         960   G19    0.5387   -0.5864   -0.3537         0.8713   8764.9545
         960   G20    1.7491    1.4764   -0.6741         2.3861   9336.8309
         960   G21    1.1214    1.3543   -0.6447         1.8727    100.2369
         960   G22    0.0204   -0.0554   -0.4067         0.4110   3726.0308
         960   G23    1.4312    1.3325    0.5100         2.0209   3499.1022
         960   G24   -1.1975    0.5772   -1.0245         1.6784     65.3884
         960   G25    2.2320    1.0665    1.5349         2.9112    869.5176
         960   G26    1.3939    0.0442   -0.1166         1.3995    693.7961
         960   G27    0.9882   -0.4615   -0.9039         1.4166   4874.0721
         960   G28   -1.0317   -0.6103   -0.8433         1.4656   3460.1970
         960   G29   -0.4747   -0.5821    0.6290         0.9797      0.7775
         960   G30    1.3111   -1.5775    0.3135         2.0750    529.9412
         960   G31    0.3425   -0.7571   -0.2169         0.8588     56.8977
         960   G32    0.8926    0.7189    0.1510         1.1560   6089.2589
         990   G01    0.9872   -0.4099   -0.4503         1.1599    688.1363
         990   G02   -0.5672    3.1866   -0.1861         3.2420   3912.4685
         990   G03    1.2174   -0.7013   -0.7270         1.5819    253.6382
         990   G05    0.0780   -0.1955    0.0841         0.2267     63.2002
         990   G06   -1.2040   -0.1958    0.4705         1.3074   4191.9454
         990   G08    2.0136    1.4774    0.2520         2.5101    666.9030
         990   G09    2.1994   -0.1449    1.4328         2.6289    500.7336
         990   G10   -0.3820    1.0627   -0.6554         1.3057   8940.6224
         990   G11    0.8686   -1.2010   -0.4984         1.5638   2556.8063
         990   G12    0.6827    0.6436    0.7180         1.1815   2005.3711
         990   G13   -1.0373   -0.0204   -1.3931         1.7370    922.4299
         990   G14    1.2758    0.7089    0.9110         1.7205    126.6049
         990   G15   -0.1892    0.0316    0.0855         0.2100   8717.2608
         990   G16    1.2932    0.0259    0.8248         1.5341    397.5060
         990   G17    0.0237   -0.0449    0.4013         0.4045   9245.2686
         990   G18    0.2450   -3.9195    0.8970         4.0283   9696.6085
         990   G19    0.7091   -0.6816   -0.4846         1.0965   8765.1247
         990   G20    1.3016    1.5315   -0.9566         2.2259   9336.8432
         990   G21    0.6196    1.4106   -0.1695         1.5500    100.2886
         990   G22    0.0714   -0.0056   -0.2869         0.2957   3726.0970
         990   G23    1.2539    1.4938    0.2332         1.9642   3499.1684
         990   G24   -1.0940    0.5484   -0.9778         1.5664     65.3959
         990   G25    1.8363    0.9535    2.0784         2.9327    869.5176
         990   G26    1.1838    0.2076    0.1890         1.2166    693.8666
         990   G27    1.0903   -0.3757   -0.9201         1.4752   4875.4118
         990   G28   -0.8377   -0.5978   -0.9788         1.4203   3460.2017
         990   G29   -0.3467   -0.5715    0.5084         0.8398      0.8763
         990   G30    1.4106   -1.4899    0.7220         2.1751    529.9643
         990   G31    0.3371   -0.4971   -0.2937         0.6686     56.9165
         990   G32    0.7731    0.7667   -0.0970         1.0931   6090.5986
        1020   G01    0.8678   -0.3476   -0.5238         1.0716    689.1302
        1020   G02   -0.5307    2.8282    0.4866         2.9184   3912.5248
        1020   G03    1.2185   -0.6269   -1.1073         1.7617    253.7515
        1020   G05   -0.0215   -0.4211    0.1119         0.4363     63.2135
        1020   G06   -0.9351   -0.4568    0.1699         1.0545   4192.6125
        1020   G08    1.7112    1.3056    0.5244         2.2153    667.0024
        1020   G09    0.2223   -1.2436    0.4539         1.3424    952.4348
        1020   G10   -1.1128    1.3464   -0.6382         1.8597   8941.0335
        1020   G11    1.2359   -0.5848   -0.8593         1.6149   2557.3645
        1020   G12    0.3979    0.6412    0.8399         1.1291   2005.4419
        1020   G13   -0.7295   -1.6078   -0.7901         1.9342    364.5288
        1020   G14    1.5015    0.7073    0.8388         1.8597    126.6947
        1020   G15    0.1549    0.5683   -0.0631         0.5924   8717.4122
        1020   G16    1.0492    0.2566    1.2879         1.6808    397.6005
        1020   G17   -0.3222    0.0889    0.5660         0.6573   9245.4434
        1020   G18    0.6780   -1.0819   -0.9010         1.5627   5063.2184
        1020   G19    1.1003   -0.7526   -0.8680         1.5907   8765.2948
        1020   G20    0.8588    1.5765   -1.1573         2.1359   9336.8555
        1020   G21   -0.1746    1.5431    0.7821         1.7387    100.3403
        1020   G22   -0.0760   -0.0423    0.0329         0.0930   3726.1632
        1020   G23    0.8447    1.3989   -0.0053         1.6341   3499.2345
        1020   G24   -0.6667    0.5069   -0.3930         0.9251      2.7282
        1020   G25    1.2926    0.9414    2.4505         2.9261    869.5176
        1020   G26    0.9422    0.4992    0.6352         1.2411    693.9371
        1020   G27    1.3135    0.0997   -0.3261         1.3571    553.0814
        1020   G28   -0.6413   -0.6495   -1.0990         1.4286   3460.2063
        1020   G29   -0.0457   -0.5155    0.2720         0.5846      0.9751
        1020   G30    1.4305   -1.2407    0.9557         2.1211    529.9874
        1020   G31    0.2807   -0.0708   -0.4229         0.5125     56.9352
        1020   G32    0.6287    0.8386   -0.3882         1.1177   6091.9383
        1050   G01    0.7353   -0.3148   -0.7452         1.0932    558.7771
        1050   G02   -0.7018    2.8325    1.0051         3.0864   8394.7264
        1050   G03    0.9071   -0.4770   -1.3120         1.6649    888.2179
        1050   G05   -0.0285   -0.4574   -0.2293         0.5125     22.8028
        1050   G06   -0.8445   -0.5136    0.0574         0.9901   7078.3203
        1050   G08    1.6708    1.4435    0.8510         2.3663    979.9300
        1050   G09    0.4854   -0.9914    0.6067         1.2596    952.6046
        1050   G10   -0.8980    1.1155   -0.4029         1.4877   3247.9285
        1050   G11    1.0355   -0.6544   -0.9661         1.5601   2461.9485
        1050   G12    0.2493    0.6968    0.9324         1.1904   3599.8911
        1050   G13   -0.7344   -1.7705   -0.4591         1.9710    364.5713
        1050   G14    1.4560    1.0059    0.3067         1.7961    293.9414
        1050   G15   -0.1027    0.1293    0.2513         0.3008   9159.1840
        1050   G16    0.9488    0.2856    1.3570         1.6803    871.3330
        1050   G17   -0.1837    0.0480    0.2494         0.3135   8605.0156
        1050   G18    0.6170   -1.5475   -1.1639         2.0322   5063.2372
        1050   G19    0.8724   -0.5824   -0.4578         1.1445   1511.8814
        1050   G20    0.6881    1.5195   -1.2951         2.1118   9802.4799
        1050   G21    0.2671    1.5233    0.2181         1.5618    190.6693
        1050   G22    0.0527    0.3463   -0.2012         0.4039     24.1098
        1050   G23    0.9806    1.8500   -0.4590         2.1436   6735.2297
        1050   G24   -0.6689   -0.1516   -0.6716         0.9599      2.7358
        1050   G25    0.6669    1.0513    2.4870         2.7812    869.5176
        1050   G26    1.0151    0.2961    0.6995         1.2679    832.7091
        1050   G27    1.4261    0.0039   -0.5223         1.5188    554.4211
        1050   G28   -0.1884   -0.7795   -1.1201         1.3776   1818.6602
        1050   G29   -0.2380   -0.6673    0.2583         0.7541    220.1631
        1050   G30    1.4198   -0.9691    1.2537         2.1276    997.2081
        1050   G31    0.6033   -0.3009   -0.1739         0.6963     17.6691
        1050   G32    0.4928    0.8740   -0.5537         1.1460    372.6121
        1080   G01    0.5708   -0.3196   -0.9251         1.1331    559.7710
        1080   G02   -0.7684    2.2627    1.5125         2.8281   8394.7828
        1080   G03    0.7757   -0.3790   -1.4135         1.6564    888.3312
        1080   G05   -0.3046   -0.4186   -0.3198         0.6085     22.8160
        1080   G06   -0.6966   -0.4946   -0.1539         0.8681   7078.9875
        1080   G08    1.3129    1.2549    0.9192         2.0356    980.0293
        1080   G09    0.6398   -0.7982    0.6476         1.2107    952.7745
        1080   G10   -1.1200    1.1587   -0.2442         1.6299   3248.3397
        1080   G11    1.0786   -0.4540   -0.9711         1.5207   2462.5067
        1080   G12   -0.0539    0.7975    0.8906         1.1967   3599.9619
        1080   G13   -0.7103   -1.8323   -0.0955         1.9675    364.6137
        1080   G14    1.3933    1.0606   -0.0831         1.7530    294.0313
        1080   G15   -0.0142   -0.0037    0.3740         0.3743   9159.3354
        1080   G16    0.6775    0.4786    1.4764         1.6934    871.4275
        1080   G17   -0.0672    0.1651    0.0859         0.1979   8605.1903
        1080   G18    0.4862   -1.6288   -1.3863         2.1934   5063.2560
        1080   G19    0.8116   -0.3742   -0.1542         0.9069   1512.0516
        1080   G20    0.2886    1.6031   -1.4464         2.1783   9802.4922
        1080   G21    0.4419    1.6147    0.0165         1.6742    190.7210
        1080   G22    0.0662    0.4101   -0.0007         0.4155     24.1759
        1080   G23    1.0186    2.0876   -0.7994         2.4566   6735.2959
        1080   G24   -0.6634   -0.6470   -0.7841         1.2138      2.7433
        1080   G25    0.0485    1.2391    2.3503         2.6574    869.5176
        1080   G26    0.8264    0.3987    0.8974         1.2834    832.7796
        1080   G27    1.4554    0.0337   -0.4320         1.5186    555.7609
        1080   G28    0.2068   -0.9522   -0.9963         1.3936   1818.6648
        1080   G29   -0.2289   -0.6978    0.1032         0.7416    220.2619
        1080   G30    1.4016   -0.7024    1.6092         2.2467    997.2312
        1080   G31    0.7020   -0.2662   -0.1737         0.7706     17.6879
        1080   G32    0.2778    0.8268   -0.7225         1.1326    373.9518
        1110   G01    0.4360    0.0553   -1.0975         1.1822    560.7649
        1110   G02   -1.0641    1.9268    2.0352         2.9978   8394.8391
        1110   G03    0.6344   -0.2329   -1.4419         1.5924    888.4445
        1110   G05   -0.5273   -0.4034   -0.3789         0.7644     22.8293
        1110   G06   -0.5083   -0.4927   -0.5372         0.8886   7079.6546
        1110   G08    0.9931    1.4145    1.3622         2.2006    980.1287
        1110   G09    0.6357   -0.7543    0.6856         1.2013    952.9444
        1110   G10   -1.2583    1.1259   -0.1115         1.6922   3248.7508
        1110   G11    1.0937   -0.0484   -0.8666         1.3963   2463.0648
        1110   G12   -0.3510    1.0286    0.9609         1.4507   3600.0326
        1110   G13   -0.6525   -1.8016    0.3261         1.9437    364.6562
        1110   G14    1.4114    1.0352   -0.3878         1.7928    294.1211
        1110   G15    0.1162    0.1128    0.3083         0.3482   9159.4868
        1110   G16    0.4805    0.6948    1.5032         1.7242    871.5220
        1110   G17   -0.1707    0.2620    0.0380         0.3150   8605.3651
        1110   G18    0.3710   -1.2040   -1.5378         1.9880   5063.2748
        1110   G19    1.2569   -0.2248   -0.2569         1.3024   1512.2217
        1110   G20   -0.0375    1.7036   -1.5697         2.3168   9802.5045
        1110   G21   -0.2515    1.3883    0.4806         1.4905    190.7727
        1110   G22    0.0381    0.4851    0.1060         0.4980     24.2421
        1110   G23    0.7332    1.8122   -0.8949         2.1501   6735.3620
        1110   G24   -0.5527   -0.7156   -0.7791         1.1935      2.7509
        1110   G25   -0.4746    1.5197    2.3398         2.8301    869.5176
        1110   G26    0.6028    0.4590    1.0760         1.3160    832.8500
        1110   G27    1.3604    0.1786   -0.0163         1.3722    557.1006
        1110   G28    0.3426   -1.1340   -0.9202         1.5000   1818.6695
        1110   G29   -0.1993   -0.7154   -0.0357         0.7435    220.3607
        1110   G30    1.2943   -0.4395    1.6550         2.1465    997.2543
        1110   G31    0.7263   -0.2274   -0.1392         0.7737     17.7067
        1110   G32    0.0806    0.8018   -0.8110         1.1433    375.2915
        1140   G01    0.4382    0.6251   -1.1535         1.3833    561.7587
        1140   G02   -1.4754    1.7328    2.5379         3.4089   8394.8954
        1140   G03    0.4567    0.0814   -1.4817         1.5526    888.5577
        1140   G05   -0.4808   -0.4734   -0.5567         0.8747     22.8425
        1140   G06   -0.6604   -0.7007   -0.7038         1.1927   9965.3683
        1140   G08    0.6801    1.7678    2.0070         2.7596    980.2281
        1140   G09    0.8463   -0.5338    0.5423         1.1381    404.6426
        1140   G10   -1.3325    0.9273    0.0973         1.6263   3249.1619
        1140   G11    1.2158    0.3841   -0.7045         1.4567   2463.6230
        1140   G12   -0.2401    0.2647    0.3482         0.4989   5194.4825
        1140   G13   -0.4606   -1.7063    0.7527         1.9210    135.0608
        1140   G14    1.4725    1.0363   -0.6879         1.9275    294.2109
        1140   G15    0.1168    0.2472    0.0919         0.2884   9159.6382
        1140   G16    0.3586    0.8767    1.4467         1.7292    871.6165
        1140   G17   -0.4847    0.2739   -0.0649         0.5605   8605.5399
        1140   G18    0.5448   -1.1237   -1.9146         2.2858   3689.6698
        1140   G19    1.8665   -0.1020   -0.3675         1.9051   1512.3919
        1140   G20   -0.3735    1.8081   -1.5137         2.3874   9802.5168
        1140   G21   -1.2516    0.6827    1.1101         1.8069    190.8244
        1140   G22    0.0450    0.7215    0.0679         0.7261     24.3083
        1140   G23    0.3081    1.3686   -0.7684         1.5995   6735.4282
        1140   G24   -0.3988   -0.6912   -0.6707         1.0424     28.0185
        1140   G25   -0.8325    1.9560    2.4058         3.2104    869.5176
        1140   G26    0.3272    0.5094    1.1036         1.2588    832.9205
        1140   G27    1.4023    0.2339    0.1659         1.4314   5303.4239
        1140   G28    0.3480   -1.2464   -0.8525         1.5497   1818.6741
        1140   G29   -0.1836   -0.6536   -0.0762         0.6832    220.4595
        1140   G30    1.2060   -0.2173    1.5116         1.9459    997.2774
        1140   G31    0.7895   -0.1604   -0.0300         0.8062     17.7255
        1140   G32   -0.0552    0.7740   -0.8505         1.1513    376.6312
        1170   G01    0.4148    0.5343   -1.3328         1.4946   9965.7444
        1170   G02   -1.4577    1.1331    2.2370         2.9005   2411.4358
        1170   G03    0.4780    0.1558   -1.3991         1.4867    523.0241
        1170   G05   -0.7586   -0.2247   -0.4272         0.8992     82.4318
        1170   G06   -0.3794   -0.6310   -0.8281         1.1081   9966.0355
        1170   G08    0.4655    1.5006    1.6575         2.2838    293.1557
        1170   G09    0.8518   -0.5162    0.5451         1.1355    404.8124
        1170   G10   -1.4486    0.8522    0.2824         1.7042   7556.0570
        1170   G11    1.3020    0.4632   -0.6219         1.5154   2368.2069
        1170   G12   -0.4005    0.5423    0.3318         0.7514   5194.5532
        1170   G13   -0.2778   -1.5131    0.9785         1.8232    135.1032
        1170   G14    1.1699    1.0534   -0.9894         1.8594    461.4576
        1170   G15    0.2420    0.0070    0.1882         0.3066   9601.4099
        1170   G16    0.3085    1.0735    1.3722         1.7693    345.3490
        1170   G17   -0.1766    0.4371   -0.1482         0.4942   8430.7732
        1170   G18    0.5501   -0.5278   -1.7153         1.8771   3689.6885
        1170   G19    1.5550    0.0853    0.0902         1.5600   4258.9784
        1170   G20   -0.7505    1.9422   -1.2392         2.4230    268.1411
        1170   G21   -0.8516    1.0350    0.8144         1.5684    281.1534
        1170   G22    0.2147    0.4766    0.2633         0.5853   5856.5936
        1170   G23    0.1986    1.6139   -1.2644         2.0598   9971.4233
        1170   G24   -0.3262   -1.2621   -0.4149         1.3680     28.0260
        1170   G25   -1.1998    2.1318    1.8047         3.0399    335.1789
        1170   G26   -0.0230    0.7835    0.9248         1.2122    437.3538
        1170   G27    1.1063    0.3418    0.5663         1.2890   5304.7636
        1170   G28    0.5213   -1.3679   -0.5349         1.5585   9711.4667
        1170   G29   -0.1373   -0.6735   -0.2998         0.7499    973.9862
        1170   G30    1.5654    0.2111    1.6691         2.2980    998.8368
        1170   G31    0.7748   -0.0996   -0.0737         0.7847     78.4593
        1170   G32   -0.2612    0.7187   -0.8588         1.1499   5122.9663
        1200   G01    0.4346    0.7513   -1.3769         1.6276   9966.7383
        1200   G02   -1.5572    0.4923    1.9330         2.5305   2411.4921
        1200   G03    0.4724    0.1406   -1.1851         1.2835    523.1374
        1200   G05   -0.9483    0.1546   -0.4236         1.0500     82.4450
        1200   G06    0.0525   -0.5402   -0.7724         0.9440   9501.0353
        1200   G08    0.0598    1.5262    1.7646         2.3338    293.2551
        1200   G09    0.9154   -0.4936    0.4854         1.1477    404.9823
        1200   G10   -1.4188    0.6449    0.3742         1.6028   7556.4682
        1200   G11    1.2921    0.8249   -0.2799         1.5583   2368.7651
        1200   G12   -0.9118    1.4097    0.4184         1.7302   4728.9621
        1200   G13    0.0023   -1.3379    1.1813         1.7848    135.1457
        1200   G14    0.9859    1.0385   -1.2791         1.9201    461.5475
        1200   G15    0.2150   -0.0695    0.1346         0.2630   9601.5613
        1200   G16    0.3739    1.1933    1.2204         1.7473    345.4435
        1200   G17   -0.1211    0.4622   -0.2542         0.5413   8430.9480
        1200   G18    0.6829    0.0248   -1.5575         1.7008   3689.7073
        1200   G19    1.8748    0.2072    0.3434         1.9173   4259.1485
        1200   G20   -1.1249    1.9639   -0.8064         2.4026    268.1534
        1200   G21   -1.2815    0.8244    0.7389         1.6935    281.2051
        1200   G22    0.2620    0.3728    0.2523         0.5208   5856.6598
        1200   G23   -0.1566    1.5170   -1.2688         1.9839   9971.4895
        1200   G24   -0.1944   -1.5563   -0.2544         1.5889     28.0336
        1200   G25   -1.4338    2.4364    1.3587         3.1365    335.1789
        1200   G26   -0.3064    0.9175    0.5981         1.1373    437.4243
        1200   G27    0.8774    0.4545    0.8269         1.2885   5306.1034
        1200   G28    0.3794   -1.5811   -0.4648         1.6911   9711.4714
        1200   G29   -0.1720   -0.6716   -0.4575         0.8306    974.0850
        1200   G30    1.7927    0.5803    1.5061         2.4122    998.8599
        1200   G31    0.5826   -0.0123   -0.1488         0.6014     78.4781
        1200   G32   -0.4232    0.6634   -0.8104         1.1296   5124.3060
        1230   G01    0.5911    0.9748   -1.3186         1.7431   9967.7321
        1230   G02   -2.1781    0.1809    1.9307         2.9163   2411.5485
        1230   G03    0.3697    0.7177   -1.1330         1.3912    523.2506
        1230   G05   -0.5699    0.0147   -0.7089         0.9097     82.4583
        1230   G06    0.1818   -0.7569   -0.7874         1.1072   9501.7025
        1230   G08   -0.3333    1.5711    1.7406         2.3683    293.3545
        1230   G09    1.0037   -0.3717    0.1862         1.0864    405.1522
        1230   G10   -1.5838    0.3060    0.6931         1.7557   7556.8793
        1230   G11    1.3405    0.8917   -0.0875         1.6124   2369.3233
        1230   G12   -0.9021    1.2830    0.1314         1.5739   4729.0329
        1230   G13    0.4422   -1.2222    1.3003         1.8385    135.1882
        1230   G14    0.7392    1.0778   -1.4691         1.9662    461.6373
        1230   G15    0.1870   -0.1760    0.0740         0.2672   9601.7127
        1230   G16    0.2211    1.3975    0.9294         1.6928    345.5380
        1230   G17   -0.1732    0.4327   -0.4093         0.6203   8431.1227
        1230   G18    0.9993    0.2302   -1.5649         1.8710   3689.7261
        1230   G19    1.5926    0.3738    0.5156         1.7152   4259.3187
        1230   G20   -1.3193    2.1868   -0.4472         2.5928    268.1657
        1230   G21   -1.4697    0.6162    0.6525         1.7220    281.2568
        1230   G22    0.1946    0.5729    0.2422         0.6517   5856.7259
        1230   G23   -0.5133    1.3244   -1.2064         1.8636   9971.5556
        1230   G24   -0.1764   -1.4843   -0.2860         1.5219     28.0411
        1230   G25   -1.5398    2.7356    0.8610         3.2551    335.1789
        1230   G26   -0.4870    0.9607    0.3633         1.1367    437.4947
        1230   G27    0.7841    0.5408    0.9263         1.3287   5307.4431
        1230   G28    0.5801   -1.4933   -0.0693         1.6036   9711.4760
        1230   G29   -0.0864   -0.4883   -0.3331         0.5974    974.1838
        1230   G30    1.8463    0.7150    1.1312         2.2803    998.8830
        1230   G31    0.7936    0.2418    0.0103         0.8297     78.4969
        1230   G32   -0.5645    0.5933   -0.7196         1.0902   5125.6457
        1260   G01    0.7751    1.1239   -1.1978         1.8162   9968.7260
        1260   G02   -0.7555    0.0476    0.3932         0.8530   7359.4119
        1260   G03    0.2819    1.4927   -0.9306         1.7815    523.3639
        1260   G05   -0.0295   -0.2887   -1.1871         1.2220     82.4715
        1260   G06    0.1458   -0.9459   -0.9212         1.3284   2853.0776
